id,canonical_name,normalized_name,website,region,country,description,source_count,represented_brand_count,first_party_brand_count,agent_list_brand_count,evidence_count,quality_status,generated_at
14,Brandgenuity,brandgenuity,https://brandgenuity.com/,Global,,"Client List: BMW, Church & Dwight (ARM & HAMMER, OxiClean, Flawless, Trojan), Nissan (GTR, Z, NISMO, Datsun), Mike’s Hot Honey, EA (The Sims), Conagra (Swiss Miss, Vlasic), Dr. Scholl’s, Purple, KFC, Kona Ice, Sazerac (Buffalo Trace, Fireball, Southern Comfort), Edgewell Personal Care (Banana Boat, Hawaiian Tropic, Cremo, Schick, Skintimate, Wet Ones), Kao (Jergens, John Freida), Royal Shakespeare Company and NFL Players Association (Europe only).",2,44,35,9,1,documented_agency,2026-08-30T13:28:01+00:00
63,Merchantwise,merchantwise,https://www.merchantwise.com/,Global,,"Client List: Aardman, Activision Blizzard, Apple Corp, Australian Olympic Committee, Bandai Namco, Bethesda, Ceremony of Roses (Sony Music), Easy Partners, EMOJI, Flying Bark/Studio 100, Future Shirts, Graeme Base, Hasbro, Legendary Entertainment, Magic Light Pictures, Manhead Merch, Microsoft, Netflix, Perryscope, Sega, Sony Film, Sony TV, The Lumistella Company, The Northcott Society/Cerebral Palsy Alliance, Toho, WildBrain, WMX, Asahi, Cinnabon, Cola-Cola Company, Diageo, Mars, Kikkoman, The Cheesecake Shop, McCormick, Menz, Perfetti Van Melle, The Magnum Ice Cream Company, Moulin Rouge, Rip Curl International and Cath Kidston.",2,42,2,40,1,documented_agency,2026-08-30T13:28:01+00:00
70,Peaks Partners,peaks partners,,Global,,"Client List: Boggi, Lyle & Scott, Pinko, Caovilla, Armani, Kiton, Lancel, Mulberry, Cardio Bunny, Von Dutch, Thomas Pink, Palm Angels, Sporty & Rich, White Stuff, Off White, Stefanel, G Star RAW, French Connection, Sister Jane, Ben Sherman, True Religion, Tally Weijl, Fiorucci, Gola, Vivienne Westwood, ISAIA, Giuseppe Zanotti, IRO Paris, Autry, Moschino, Freddy, Etro, Michael Kors, Charles Tyrwhitt, Aspinal London, Harmont & Blaine, ISABEL MARANT, Just Cavalli, Marni and Santoni.",1,39,0,39,1,documented_agency,2026-08-30T13:28:01+00:00
83,The Brand Liaison,the brand liaison,https://thebrandliaison.com/,Global,,"Client List: Fashion, art, celebrity and pop culture brands including 7-Eleven, Overtime Sports, Safety 1st, KissCam, National Day Calendar, Hoonigan Racing, Detroit vs Everybody, Bearpaw, Jason Wu, Betsey Johnson, FUBU, Etonic, Lifeguard, BUM Equipment, Gloria Vanderbilt, Cardio Bunny, Bench, Savile Row, JACHS NY, Fantasy, RCA, Fisher Electronics, Dorel Juvenile Group, Built, S'Well, Daymond John, Elaine Swann, David Tutera, Criss Angel, Christopher Knight, Robert Irvine, Jon Taffer and more.",2,38,23,15,1,documented_agency,2026-08-30T13:28:01+00:00
43,Jewel Branding & Licensing,jewel branding and licensing,https://www.jewelbranding.com/,Global,,"Client List: New York Botanical Garden, Frank Lloyd Wright Foundation, MFA Boston, Natural History Museum, Georgia O'Keeffe Museum, National Wildlife Federation, Sanderson, Morris & Co., Simplified by Emily Ley, Nikki Chu, Plum Pretty Sugar, Rachael Hale, EttaVee, Mia Charro, Krissy Mast, Turnowsky and Ceci New York Portfolio of Artists.",2,37,34,3,1,documented_agency,2026-08-30T13:28:01+00:00
84,The Joester Loria Group,the joester loria group,https://www.joesterloriagroup.com/,Global,,"Client List: PepsiCo, Constellation Brands, Chiquita, Post Holdings, Kellanova, Talking Rain, Toyota, Papyrus, Eric Carle, Miffy, Dav Pilkey (“Dog Man,” “Captain Underpants”) and Van Holten.",2,33,26,7,1,documented_agency,2026-08-30T13:28:01+00:00
78,SEMK Global Marketing,semk global marketing,https://www.semk.net/,Global,,"Client List: Ctrip, Popmart, OTC Happy Valley, Milkana, Pizza Hut, McDonald's, Casio, FujiFlim, momax, Nivea, Vinda, Watsons, Listerine, Thermos, Casablanca, Darlie, MeadJohnson, Zippo, Chery, Chów Tai Fook, CEB Credit Card, Huawei, BTS Thailand, Central World Bangkok, IconSiam Bangkok, Hong Kong Ocean Park, City of Dream Macau, Tesco Thailand, Family Mart, Tencent and NetEase.",2,31,1,30,1,documented_agency,2026-08-30T13:28:01+00:00
77,Seltzer Licensing Group,seltzer licensing group,https://seltzerlicensing.com/,Global,,"Client List: Unilever including their brands Dove, Axe, Hellmann's and Vaseline, The Magnum Ice Cream Company (formerly part of Unilever) and their brands, Ben & Jerrys, Breyers, Klondike, Popsicle, Good Humor, Cornetto, The Suave Brands Company (Suave for Kids), Perio (Barbasol), Scotts, Miracle-Gro, American Red Cross, Rust-Oleum, Blue Diamond, Almond Breeze, Checkers/Rally's, Zippo, UPS, NBC (“American Ninja Warrior”), Wolf (“Law & Order”), Bravo (“The Real Housewives”), National Parks Foundation, Perfetti Van Melle's AirHeads, Harvest Hill including Sunny D and Juicy Juice, California Pizza Kitchen, Mack Truck and Empire State Building.",2,29,0,29,1,documented_agency,2026-08-30T13:28:01+00:00
79,Starwood Brands,starwood brands,,Global,,"Client List: adidas, Reebok, Spalding, Russell, MLB, FIFA, Hurley, Billabong, Gaiam, Ralph Lauren, Nautica, Original Penguin, Ben Sherman, Express, BCBG, Vigoss, Fruit of the Loom, Scotts, Miracle-Gro, Brookstone, RCA, Disney, Nickelodeon, Squishmallows, Moonbug, General Mills, Aquafina and many more.",1,27,0,27,1,documented_agency,2026-08-30T13:28:01+00:00
93,WildBrain CPLG,wildbrain cplg,https://www.wildbrain.com/cplg,Global,,"Client List: Peanuts Worldwide, Amazon MGM Studios, Paramount, PLAYMOBIL, Supercell, Hasbro, Sony Pictures, Spin Master, Miraculous, SEGA, Dr. Seuss Enterprises, Sanrio, Penguin Ventures, Mercis BV, Van Gogh Museum, Perfetti Van Melle, Master Lock, Kikkoman, Casa de Batllo, Peugeot, Harvard, Colombia, Yale, FC Barcelona and Paris Saint Germain FC, amongst others.",2,24,0,24,1,documented_agency,2026-08-30T13:28:01+00:00
10,Brand Capital Marketing,brand capital marketing,https://brandcapitalmarketing.com/,Global,,"Client List: Trex, Brown Jordan, Wagner Spraytech, Hearst Media (Country Living, Good Housekeeping, House Beautiful, Car and Driver, Road & Track, Prevention, Men's Health, Women's Health), Spectrum Brands (Cutter, Repel, Spectracide, Ecologic, Garden Safe, Hot Shot and Black Flag), Barrett Firearms and Polywood.",2,22,19,3,1,documented_agency,2026-08-30T13:28:01+00:00
35,Global Merchandising Services,global merchandising services,https://www.globalmerchservices.com/,Global,,"Client List: Iron Maiden, Oasis, Ozzy Osbourne, Backstreet Boys, Mötley Crüe, Motörhead, Niall Horan, Skibidi Toilet, Fender, Liquid Death, CBGB, Alice Cooper, Ghost, Sleep Token, Zayn Malik, Jade Thirwall, Slayer, Take That, Rob Zombie, Misfits, Halsey and Fred Again.",2,21,0,21,1,documented_agency,2026-08-30T13:28:01+00:00
74,Retail Monster,retail monster,https://www.retailmonster.com/,Global,,"Client List: Dr Seuss (Retail), Hasbro (Retail), Minecraft (Retail), Moonbug (Retail), Netflix (Retail), Sega (Retail - U.K.), Sony (Retail), Electronic Arts, Fall Guys (Devolver Digital), Fuggler (Libertas Brands), Foundation Media Partners, Happy Nest, Hari Studios, Hidden Pigeon Company, Paddington (Studio Canal Kids & Family), Slumberkins, Voltron, Warrior Cats (Coolabi), Youtooz, Surprise Drinks, SnapBrands and TY.",2,21,0,21,1,documented_agency,2026-08-30T13:28:01+00:00
34,Global Icons,global icons,https://globalicons.com/,Global,,"Client List: America250, American Airlines, Automobili Lamborghini, Aprilia, Betty Boop, D Billions, Danimals, Fabuloso, Hostess, Michelin, Moto Guzzi, OIKOS, Omaha Steaks, Renault, Spyker, United States Postal Service, Vespa and Volkswagen.",2,20,9,11,1,documented_agency,2026-08-30T13:28:01+00:00
58,LMCA,lmca,https://www.lmca.net/,Global,,"Client List: WeightWatchers (North America), Electrolux, Frigidaire, HP, Philips, Castrol, AEG, Compaq, Kodak, Odwalla, Wurlitzer, Weatherbeater, Continental, Philco, Emerson, Somela, RCA, Kelvinator, Thomson, Minolta and Discovery Zone.",2,20,0,20,1,documented_agency,2026-08-30T13:28:01+00:00
81,SunGate Partners,sungate partners,https://sungatepartners.com/,Global,,"Client List: Dann Foley, Erinn Valencich, Vanessa Deleon, Taniya Nayak, Mat Sanders, Shayla Copas, Jennifer Maune, Pavarini Design, Mat Sanders, Mary Elizabeth Marvin, Michael McHale, Mark Zunino, The New York Post, BleuLife Media, American Folk Art Museum, Fast Company Magazine, Inc. Magazine, French Culinary Institute and Natural Gourmet Institute.",2,17,0,17,1,documented_agency,2026-08-30T13:28:01+00:00
19,Bulldog Licensing,bulldog licensing,https://www.bulldog-licensing.com/,Global,,"Client List: Tamagotchi, Me to You, BioWare, Beano, Match Attax, Sesame Street, Rolling Stone Magazine, Beyblade X, Mr Bean, Pinch of Nom, That's not my ..., Beddybyes, Popeye, Care Bears, Kidz Bop, Totally Spies and Bullseye.",2,16,0,16,1,documented_agency,2026-08-30T13:28:01+00:00
18,Broad Street Licensing Group,broad street licensing group,https://bslg.com/,Global,,"Client List: Burger King, Subway, Rich Products, Hard Rock, SeaPak, Farm Rich, OWS Foods, Tony Roma's, BIC USA, Wyler's Light, Otter Pops and Pure Kick.",2,15,4,11,1,documented_agency,2026-08-30T13:28:01+00:00
80,Striker Entertainment,striker entertainment,https://strikerentertainment.com/,Global,,"Client List: Scottgames, AMC Networks, Media Rights Capital, Horror, Inc., Squanch Games, Blumhouse, Cosmic Debris, Nuggetverse, NHK Japan, Orange Comet, Alcon Entertainment, Evoke Entertainment, HazeLight, Relatable and Taurus.",2,15,0,15,1,documented_agency,2026-08-30T13:28:01+00:00
88,TSG Brands,tsg brands,,Global,,"Client List: Crocs, New Balance, HEAD, Wilson, Champion, Lands'end, Everlast, Steve Madden, Ann Klein, Ann Taylor, Rachel Zoe, Perry Ellis , Penguin, True Religion, Hudson and more.",1,15,0,15,1,documented_agency,2026-08-30T13:28:01+00:00
26,DeAPlaneta Entertainment,deaplaneta entertainment,https://www.deaplanetaentertainment.com/,Global,,"Client List: Mediawan, SuperProd, Moody, ROI Animation, Animaj, Spin Master, Kidscave, Global Music, Mangouste, Cloudco Entertainment, IMPS, Seaseme Workshop, The Jim Henson Company, CJ, Million Volt and Miraculous Corp.",2,14,0,14,1,documented_agency,2026-08-30T13:28:01+00:00
36,Global Trademark Licensing,global trademark licensing,https://globaltrademarklicensing.com/,Global,,"Client List: Mercedes, JLR, McLaren Racing, Lotus, Pagani, Scania, JCB, James Hunt, LEVC, Formula E, Lambretta and Shelby.",2,14,3,11,1,documented_agency,2026-08-30T13:28:01+00:00
55,Lisa Marks Associates (LMA),lisa marks associates lma,,Global,,"Client List: Bazooka Candy Brands (Bazooka, Ring Pop, Push Pop, Baby Bottle Pop, Juicy Drop), PEZ, WARHEADS, Sweethearts, Dum Dums, Necco, Bit-O-Honey, WARHEADS, Mentos, Chupa Chups, Smarties, Fun Sweets, MoonPie, Wounded Warrior Project, It's Happy Bunny and Avanti Press.",1,14,0,14,1,documented_agency,2026-08-30T13:28:01+00:00
24,Collaborations Licensing,collaborations licensing,,Global,,"Client List: Bauducco, Bums & Roses, Coyote Promotions, Critical Role, Dr. Squatch, Grüns, Hedley & Bennett, Jukebox, Little Words Project, Mush, OLIPOP, Palace, Sauz and Smash Kitchen.",1,13,0,13,1,documented_agency,2026-08-30T13:28:01+00:00
59,Maurizio Distefano Licensing,maurizio distefano licensing,https://www.mdistefanolicensing.com/,Global,,"Client List: Acamar, Bagdasarian, BBC, Animaccord, Cloud Co, MGA, Moonbug, Editions Albert Renee, GMS, Perryscope, Bravado, Beanstalk, ISA and People.",2,13,0,13,1,documented_agency,2026-08-30T13:28:01+00:00
87,TreImage,treimage,https://treimage.com/,Global,,"Client List: Sunkist, Pipeline, B Duck, Fan Cup, Knuckle Heads, Afro Goddess Warriors, Head, Master P, Ja Rule and Solider Boy.",2,13,4,9,1,documented_agency,2026-08-30T13:28:01+00:00
9,Brand Appeal Group,brand appeal group,https://brandappealgroup.com/,Global,,"Client List: Martha Stewart, Sur La Table, Cherokee, Gaiam, PsychoBunny, Elen Tracy, John Deere, Rebecca Minkoff, Kappa, Roots and TaylorMade.",2,12,2,10,1,documented_agency,2026-08-30T13:28:01+00:00
72,Pure Brands,pure brands,https://pure-brands.com/,Global,,"Client List: Mercedes-Benz, Automobili Lamborghini, RUF, KETTLER, Pininfarina, Nilu, DEUTZ-FAHR, LIEBHERR, St. Moritz, ESCADA, Strenesse, ALFRED SUNG and ZEISS.",2,12,0,12,1,documented_agency,2026-08-30T13:28:01+00:00
2,Alifish,alifish,https://ip.alibaba.com/,Global,,"Client List: POP MART, MINISO, KFC, McDonald’s, SEGA, BANDAI, GAP, THERMOS, luckin coffee, heytea, tbh and Razer.",2,11,0,11,1,documented_agency,2026-08-30T13:28:01+00:00
38,Haven Global,haven global,https://havenglobal.com/,Global,,"Client List: Sanrio, Paramount, Pokémon, Dr Seuss Enterprises, EPL (Arsenal FC, Manchester City FC, Chelsea FC, Tottenham Hotspurs FC, West Ham United FC, Newcastle United FC), The Wiggles, Penguin, “Sesame Street,” Pusheen, Frida Kahlo, Moonbug, Mulga the Artist and The Doodle Boy.",2,11,0,11,1,documented_agency,2026-08-30T13:28:01+00:00
62,Mediatoon Licensing,mediatoon licensing,https://mediatoon-licensing.com/en/,"Europe, Middle East and Global",,"Publishing, comics, animation, experiences and location-based entertainment",1,11,11,0,0,documented_agency,2026-08-30T13:28:01+00:00
25,CPL Compañía Panamericana De Licencias,cpl compania panamericana de licencias,,Global,,"Client List: Warner Bros. Discovery, Sega of America, Atlus, Ubisoft, Futurity Brands (Paul Frank), Molang, Semk Ent. (B-Duck), Inter de Milán, World Legends Cup, Dog Whispered and Cris Morena.",1,10,0,10,1,documented_agency,2026-08-30T13:28:01+00:00
67,Moxie and Company,moxie and company,https://moxieco.com/,Global,,"Client List: Simon & Schuster, Hamilton Beach Brands, WGBH, Iconoclast, Lauren Roberts Powerless, Navessa Allen - Into Darkness, Soccerpets, Yvonne Ellen, Thomas Paul, Cubeely Paris and A Smyth.",2,10,0,10,1,documented_agency,2026-08-30T13:28:01+00:00
89,Tycoon Enterprises,tycoon enterprises,https://tycoon.mx/en/,Global,,"Client List: Sanrio, Paramount, NBC Universal, Warner Brothers, BBC Company, The Hershey Company, Cloudco Entertainment, VIZ Media, FC Barcelona and Real Madrid.",2,10,1,9,1,documented_agency,2026-08-30T13:28:01+00:00
22,CLC,clc,https://clc.com/,Global,,"Client List: CLC currently represents nearly 800 colleges and universities, athletic conferences, bowls, the NCAA, the College Football Playoff, Heisman Trophy Trus and other top collegiate brands, as well as other sports, entertainment and scholastic brands such as the National Baseball Hall of Fame, Operation Hat Trick and hundreds of K-12 schools and state athletic associations.",2,9,0,9,1,documented_agency,2026-08-30T13:28:01+00:00
73,Redibra,redibra,https://redibra.com/,Global,,"Client List: Netflix, Nintendo, Bravado, Coca-Cola, Care Bears, General Motors, Spin Master, Moonbug, Paul Frank and Galinha Pintadinha.",2,9,0,9,1,documented_agency,2026-08-30T13:28:01+00:00
76,Rocket Licensing,rocket licensing,https://rocketlicensing.com/,Global,,"Client List: Acamar Films, Amazon MGM Studios, BocPix, Eastman Kodak Co, The European Space Agency (ESA), Joester Loria Group for “Dog Man,” Legendary Entertainment, Mercis, Scholastic and The Lumistella Company.",2,9,0,9,1,documented_agency,2026-08-30T13:28:01+00:00
11,Brand Central,brand central,https://brandcentralgroup.com/,Global,,"Client List: Mars Wrigley, J.M. Smucker Co., Kraft Heinz, Tapatio Hot Sauce, Bimbo Bakeries, Boston Beer Company and Calypso Lemonade.",2,8,2,6,1,documented_agency,2026-08-30T13:28:01+00:00
91,VIZ Media,viz media,https://www.viz.com/,Global,,"Client List: TV Tokyo, ShoPro, NTV, Shueisha, Warner Bros Japan, Bandai Namco Filmworks, MBS, SanX and others.",2,8,0,8,1,documented_agency,2026-08-30T13:28:01+00:00
1,AISH,aish,,Global,,"Client List: Doraemon, Crayon Shinchan, San-X, Clamp, Sakamoto Days, Rollin's Wild, Mcdull and B-ROBO KABUTACK.",1,7,0,7,1,documented_agency,2026-08-30T13:28:01+00:00
3,ARTiSTORY,artistory,https://www.artistorybrands.com/,Global,,"Client List: CHAGEE, Malaysia Airports, Lele Sadoughi, UOOYYA, Moleskine, JD.com, Intel and Siam Paragon.",2,7,0,7,1,documented_agency,2026-08-30T13:28:01+00:00
32,Glam Licensing & Consulting,glam licensing and consulting,https://glamlicensing.com/,Global,,"Client List: Daewoo, Edison, Acer, Carlton London, HardRock, Hangten, British Motors Heritage and Tarzan.",2,7,0,7,1,documented_agency,2026-08-30T13:28:01+00:00
46,La Panaderia Licensing & Marketing,la panaderia licensing and marketing,https://lapanaderialicensing.com/,Global,,"Client List: Sony, Hasbro, BBC, Toei, Un Mundo Feliz, Moose, Wildbrain and Jazwares.",2,7,0,7,1,documented_agency,2026-08-30T13:28:01+00:00
48,LicenseWorks,licenseworks,https://licenseworks.co/,Global,,"Client List: Stanley Black & Decker, Elle, Elle Decor, The Met, Kodak, GQ, Blvck Paris and Royal Enfield.",2,7,0,7,1,documented_agency,2026-08-30T13:28:01+00:00
52,Licensing Matters Global,licensing matters global,https://licensingmattersglobal.com/,Global,,"Corporate, food, publishing and lifestyle",1,7,7,0,0,documented_agency,2026-08-30T13:28:01+00:00
92,Whiteflock Brand Management,whiteflock brand management,,Global,,"Client List: AT&T, Tonino Lamborghini, Lamborghini Oleodinamica, Cherokee USA, Original Stormtrooper, Romano’s Macaroni Grill, Monte Carlo Gourmet and Riviera Lifestyle.",1,7,0,7,1,documented_agency,2026-08-30T13:28:01+00:00
16,Brentwood Licensing,brentwood licensing,https://brentwoodlicensing.com/,Global,,"Client List: Wham-O, Dearfoams, Old Farmer’s Almanac, Borghese, Dog is Good, Peace Frogs and Rubes Cartoons.",2,6,0,6,1,documented_agency,2026-08-30T13:28:01+00:00
28,Earthbound Brands,earthbound brands,https://earthboundbrands.com/,North America and Global,,"Corporate, food, lifestyle, automotive and celebrity brand extensions",1,6,6,0,0,documented_agency,2026-08-30T13:28:01+00:00
65,Mix Licensing Group,mix licensing group,https://mixlicensing.com/,Global,,"Client List: Fabletics, Jay Franco, Jerry Leigh, Nugget and Crafthub.",2,6,2,4,1,documented_agency,2026-08-30T13:28:01+00:00
66,Movantia,movantia,https://www.movantia.com/,Europe and Global,,Premium corporate brand extension and partner development,1,6,6,0,0,documented_agency,2026-08-30T13:28:01+00:00
8,Brand Activation Consulting (BAC),brand activation consulting bac,,Global,,"Client List: Build-A-Bear Workshop, The Hershey Company, Hormel Foods, Just Born Confections, Revlon and Tropicana Group.",1,5,0,5,1,documented_agency,2026-08-30T13:28:01+00:00
